record_id,evidence_date,evidence_date_descriptive,large_area,small_area,scientific_name,common_name,id_quality,evidence_type,collision_evidence,strike_result,other_info,vessel_type,scientific_name_clean,species_status,species_analysis_name,id_quality_clean,analysis_confidence,evidence_type_clean,evidence_context,strike_result_clean,outcome_known,fatal_outcome,fatal_label,vessel_type_clean,vessel_category,large_area_clean,ocean_basin,date_description_clean,date_precision,year_start,year_end,analysis_year,year_source,analysis_decade,include_species_frequency,include_species_fatality,include_confirmed_species,include_vessel_outcome,include_region_outcome
171,2002-04-04T00:00:00Z,NA,Pacific Ocean - North,"several nm of Maalaea Harbor, Maui, Hawaii",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"vessel in neutral, whale surfaced underneath and lifted right stern of vessel several inches",Not known,"Jensen and Silber 2003. Humpback whale, Hawaii, whale-watch catamaran, no sign of injury. Whale apparently unhurt",Whale watching vessel,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Whale-watching vessel,Research or whale-watching,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2002,2002,2002,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
172,2001-06-19T00:00:00Z,NA,Pacific Ocean - North,"Dixon entrance, Alaska",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"whale surface 10 ft in front of vessel, ship backed down and came to all stop, crew heard thump.",Not known,"Jensen and Silber 2003. Humpback whale, Alaska, whale hit by US coastguard.",NA,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2001,2001,2001,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
173,2001-02-13T00:00:00Z,NA,Pacific Ocean - North,"Olowalu Pt, Maui",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"bump felt on starboard, vessel heeled slightly, young whale surfaced 75 yds away in wake",Not known,"jensen and Silber 2003. Young humpback whale, Maui, whale watch catamaran, no blood seen. Whale 5-6 m long",Whale watching vessel,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Whale-watching vessel,Research or whale-watching,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2001,2001,2001,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
174,2001-02-08T00:00:00Z,NA,Pacific Ocean - North,"2-3 nm S of Club Lanai, Hawaii",Megaptera novaeangliae,humpback whale,NA,Collision,"whale surfaced in front of vessel and wa struck by keel, dove and swam away, blood seen in water",Indeterminate visible injury,"Jensen and Silber 2003. Humpback whale, injured, whale watching inflatable raft, injury, Hawaii.",Rigid inflatable/inflatable,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Missing,Not confirmed or missing,Collision,Reported collision,Indeterminate injury,TRUE,0,Non-fatal known outcome,Rigid inflatable/inflatable,Recreational or small craft,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2001,2001,2001,Exact date,2000s,TRUE,TRUE,FALSE,TRUE,TRUE
175,2000-08-16T00:00:00Z,NA,Pacific Ocean - North,"Uyak Bay, Alaska",Balaenoptera physalus,fin whale,Confirmed,Collision,"whale surfaced and vessel came down on top of it, animal appeared to be unijured and swam away",NA,"Jensen and Silber 2003. Fin whale, Alaska, US coastguard vessel, no sign of injury.",US Coast Guard vessel,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,US Coast Guard vessel,Government or naval,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2000,2000,2000,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
176,1999-11-02T00:00:00Z,NA,Pacific Ocean - North,"Matlakatla, Alaska",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"vessel struck whale while underway, skin left on bow",Severe external visible injury,"Jensen and Silber 2003. Humpback whale, severely injured, Bayliner pleasure craft.",Motor yacht (<25m),Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Motor yacht (<25m),Recreational or small craft,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1999,1999,1999,Exact date,1990s,TRUE,TRUE,TRUE,TRUE,TRUE
177,1999-07-28T00:00:00Z,NA,Pacific Ocean - North,"Stephens passage, 60 mi S of Juneau, Alaska",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"vibration felt while underway, whale observed wrapped arounf ship's bow, came loose and sank when ship slowed down",Death,"Jensen and Silber 2003. Humpback whale, hit by bow of cruise ship, died, Alaska, July 1999.",Passenger vessel,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Passenger vessel,Passenger or ferry,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1999,1999,1999,Exact date,1990s,TRUE,TRUE,TRUE,TRUE,TRUE
178,1999-06-04T00:00:00Z,NA,Pacific Ocean - North,"Vancouver, West coast Canada-Alaska",Balaenoptera physalus,fin whale,Confirmed,Collision,"ship arrived in harbor en route from Alaska, carcass drapped across bow, captain and crew unaware of strike",NA,"Jensen and Silber 2003. Fin whale, on bow cruise ship from Alaska to Vancouver, June 1999, seen Vancouver harbour, crew and captain unaware. Whale estimated 20 m long",Cruise ship,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Cruise ship,Passenger or ferry,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1999,1999,1999,Exact date,1990s,TRUE,FALSE,TRUE,FALSE,FALSE
179,1999-02-16T00:00:00Z,NA,Pacific Ocean - North,"2 mi of Magregor Point, Maui, Hawaii",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"boat made contact w/whale, animal surfaced w/blood in water then dove, cut observed on back behind dorsal fin",Indeterminate visible injury,"Jensen and Silber 2003. Humpback whale, hit by a fishing charter, blood seen, Maui. Juvenile whale",Motor yacht (<25m),Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Indeterminate injury,TRUE,0,Non-fatal known outcome,Motor yacht (<25m),Recreational or small craft,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1999,1999,1999,Exact date,1990s,TRUE,TRUE,TRUE,TRUE,TRUE
180,1998-09-24T00:00:00Z,NA,Pacific Ocean - North,"North Pass, outside Juneau, SE Alaska",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"whale surfaced under bow as boat crossed its back, spasmed and dove, knocked vessel and cracked its hull",Not known,"Jensen and Silber 2003. Humpback whale, injured by Bayliner, damaged vessel, Alaska. 18 m long whale",Whale watching vessel,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Whale-watching vessel,Research or whale-watching,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1998,1998,1998,Exact date,1990s,TRUE,FALSE,TRUE,FALSE,FALSE
181,NA,July 2001,Indian Ocean,"Cape Jervis, Southern Australia",Eubalaena australis,southern right whale,Confirmed,Collision,See Kemper et al. (2005),Death,"Northern right whale death possibly by ship strike, Virginia Beach, USA (Dolman et al. 2006, Nelson et al., 2007). See Kemper et al. (2005)",Ferry,Eubalaena australis,Identified to species,Eubalaena australis,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Ferry,Passenger or ferry,Indian Ocean,Indian Ocean,july 2001,Descriptive year,2001,2001,2001,Descriptive date,2000s,TRUE,TRUE,TRUE,TRUE,TRUE
182,2005-10-03T00:00:00Z,NA,Atlantic Ocean - North,"Cumberland Island, Georgia, US East Coast",Eubalaena glacialis,North Atlantic right whale,Confirmed,Collision,"Female (adult) struck by vessel (Dolman et al., 2006), injured, probably dead",Severe external visible injury,"Northern right whale injured (probably fatally) by ship strike, Georgia, USA. Dolman et al. (2006), Nelson et al. (2007) resighted 9/4/05 in extremely poor conditions",NA,Eubalaena glacialis,Identified to species,Eubalaena glacialis,Confirmed,Confirmed identification,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2005,2005,2005,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
183,2005-07-13T00:00:00Z,NA,Atlantic Ocean - North,"Massachusetts, US East Coast",Eubalaena glacialis,North Atlantic right whale,Confirmed,Collision,"Alive strike (Dolman et al., 2006)",Not known,"Northern right whale struck alive, Massachusetts, USA, Dolman et al. (2006). Data from NMFS - Protected Resources Office",NA,Eubalaena glacialis,Identified to species,Eubalaena glacialis,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2005,2005,2005,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
184,2006-01-16T00:00:00Z,NA,Atlantic Ocean - Gulf of Mexico,Texas,Eubalaena glacialis,North Atlantic right whale,Confirmed,Collision,"Alive strike (Dolman et al., 2006)",Not known,"Calf northern right whale struck alive by vessel, Texas, USA (Dolman et al. 2006). Calf, struck alive",NA,Eubalaena glacialis,Identified to species,Eubalaena glacialis,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - Gulf of Mexico,Atlantic Ocean,NA,Exact date,2006,2006,2006,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
185,1998-08-11T00:00:00Z,NA,Pacific Ocean - North,"North Pass, outside Juneau, SE Alaska",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"whale surfaced under catamaran while idling, no evidence of injury",NA,"Jensen and Silber 2003. Humpback whale. Whale-watch catamaran, no sign of injury. Alaska.",NA,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1998,1998,1998,Exact date,1990s,TRUE,FALSE,TRUE,FALSE,FALSE
186,1998-03-30T00:00:00Z,NA,Pacific Ocean - North,"near Pearl Harbour, Hawaii",Unidentified cetacean,NA,Indeterminate,Collision,"whale crossed 20 ft in fornt of ship's bow back and forth, vessel struck animal on 2nd crossing, animal swam away",Not known,"Jensen and Silber 2003. Unknown species. Hit by navy vessel, fate unknown, near Pearl Harbour. Field ID EN-98-06-OH, size estimated 3.6m.",Submarine,Unidentified cetacean,Unidentified cetacean,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Submarine,Government or naval,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1998,1998,1998,Exact date,1990s,FALSE,FALSE,FALSE,FALSE,FALSE
187,1997-10-12T00:00:00Z,NA,Pacific Ocean - North,"60 mi south of Middleton Is, Prince William Sound, Alaska",Physeter macrocephalus,sperm whale,Confirmed,Collision,"captain reported whale hit on tail, seemed unharmed, went bak to feeding.",Not known,"Jensen and Silber 2003. Sperm whale, hit by fishing vessel, apparently unharmed, Alaska. Whale estimated 12-15 m",Fishing vessel (<300grt),Physeter macrocephalus,Identified to species,Physeter macrocephalus,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Fishing vessel (<300 GRT),Fishing or whaling,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1997,1997,1997,Exact date,1990s,TRUE,FALSE,TRUE,FALSE,FALSE
188,1997-07-12T00:00:00Z,NA,Pacific Ocean - North,"NW Shelter Is, outside Juneau, Alaska",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"whale hit skiff, turning it over and dumping two people in into water.",Indeterminate visible injury,Jensen and Silber 2003. Humpback whale hit by skiff. Injured. Two people in water.,Motor yacht (<25m),Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Indeterminate injury,TRUE,0,Non-fatal known outcome,Motor yacht (<25m),Recreational or small craft,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1997,1997,1997,Exact date,1990s,TRUE,TRUE,TRUE,TRUE,TRUE
189,1997-05-30T00:00:00Z,NA,Pacific Ocean - North,"Resurrection Bay, Prince William Sound, Alaska",NA,Unidentified large whale,Indeterminate,Collision,"large whale surfaced in front of vessel, captain throttled down but whale was hit hard",Not known,"Jensen and Silber 2003. Large whale, hit whale-watch vessel in Alaska",Whale watching vessel,NA,Missing scientific name,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Whale-watching vessel,Research or whale-watching,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1997,1997,1997,Exact date,1990s,FALSE,FALSE,FALSE,FALSE,FALSE
190,1996-05-16T00:00:00Z,NA,Pacific Ocean - North,"Blying Sound, Gulf of Alaska",Unidentified cetacean,NA,Indeterminate,Collision,"whale surfaced 50yds off vessel, attempt to turn unsuccessful, impact felt, blood in water, no carcass",Indeterminate visible injury,"Jensen and Silber 2003. Unknown whale species. Hit by US coastguard vessel, blood seen, Alaska",Motor yacht (>25m),Unidentified cetacean,Unidentified cetacean,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Indeterminate injury,TRUE,0,Non-fatal known outcome,Motor yacht (>25m),Recreational or small craft,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1996,1996,1996,Exact date,1990s,FALSE,FALSE,FALSE,TRUE,TRUE
191,1996-01-16T00:00:00Z,NA,Pacific Ocean - North,"Maui, off Kihei, Hawaii",Megaptera novaeangliae,humpback whale,Confirmed,Collision,vessel came down on top of whale (three in close pod),NA,"Jensen and Silber 2003. Humpback whale, Maui, whale watch catamaran on top of whale.",Motor yacht (>25m),Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Motor yacht (>25m),Recreational or small craft,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1996,1996,1996,Exact date,1990s,TRUE,FALSE,TRUE,FALSE,FALSE
192,1984-10-16T00:00:00Z,NA,Indian Ocean,"East London Harbor, South Africa",Eubalaena australis,southern right whale,Confirmed,Collision,"cow/calf pair surfaced in front of dredge, calf took full brunt of impact, struck by propeller as ship passed, stranded, died",Death,"Jensen and Silber 2003. Southern right, South Africa, calf killed by Hopper dredge. Calf, estimated 7.2 m",Hopper dredge,Eubalaena australis,Identified to species,Eubalaena australis,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Hopper dredge,Other or industrial,Indian Ocean,Indian Ocean,NA,Exact date,1984,1984,1984,Exact date,1980s,TRUE,TRUE,TRUE,TRUE,TRUE
193,NA,October 1973,Indian Ocean - Bay of Bengal,Bay of Bengal,Unidentified cetacean,NA,Indeterminate,Collision,vessel collided w/large whale at night,Not known,"Jensen and Silber 2003. Bay of Bengal, unknown species, mortality, Navy",Naval vessel,Unidentified cetacean,Unidentified cetacean,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Naval vessel,Government or naval,Indian Ocean - Bay of Bengal,Indian Ocean,october 1973,Descriptive year,1973,1973,1973,Descriptive date,1970s,FALSE,FALSE,FALSE,FALSE,FALSE
194,1993-11-09T00:00:00Z,NA,Pacific Ocean - South,"Waitemata Harbour, New Zealand",Orcinus orca,killer whale,Confirmed,Collision,"Visser (1999): while orcas were observed near the bow, the boat hit a juvenile animal at stern.",Death,"Juvenile killer whale fatally struck by vessel, New Zealand (Visser 1999). Animal considered dead from vessel strike.",Whale whatching vessel,Orcinus orca,Identified to species,Orcinus orca,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Whale-watching vessel,Research or whale-watching,Pacific Ocean - South,Pacific Ocean,NA,Exact date,1993,1993,1993,Exact date,1990s,TRUE,TRUE,TRUE,TRUE,TRUE
195,2006-09-03T00:00:00Z,NA,Pacific Ocean - North,"Keawakapu Beach, Kihei, Maui Island, Hawaii",Megaptera novaeangliae,humpback whale,Confirmed,Collision,Many persons felt the hit and saw mother and calf bleeding,Severe external visible injury,"Humpback whale calf struck by whale-watching vessel, Maui, Hawaii, USA Not indicated if the cow was injured, but it is likely. (Perry, 2006 and Wilson, 2006). Contradictory reports from newspaper Maui News and Honolulu Advertiser.",Whale watching vessel,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Whale-watching vessel,Research or whale-watching,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2006,2006,2006,Exact date,2000s,TRUE,TRUE,TRUE,TRUE,TRUE
196,2007-03-02T00:00:00Z,NA,Pacific Ocean - North,"Banderas Bay, Puerto Vallarta, Mexico",Megaptera novaeangliae,humpback whale,Confirmed,Collision,"Photographs and report in the web page of whalewatching organization in Mexico. ""it is very unlikely it will survive on the long term.",Death,"Calf humpback whale struck by unlicensed whale-watching vessel in Banderas Bay, Mexico. Photographs available in reference web page",NA,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,2007,2007,2007,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
